,Time,Tweet,Analysis,Category
915,2022-09-17 03:05:37+00:00,Gurugram News: 10-15 people used to rape me every day in Gurugram spa… Sensational allegation of 14 year old minor https://t.co/rJDUyObxRp,-0.6908,SPORTS
916,2022-09-16 20:40:39+00:00,"Gurugram man complains at CM’s meet, contractor comes with bulldozer | Gurgaon News – Times of India https://t.co/cXB0ptN3oM",-0.3818,WORLDPOST
917,2022-09-16 17:33:53+00:00,Gurugram: Two held for killing cab driver | Gurgaon News – Times of India https://t.co/DRL4Zdv445,-0.6597,TRAVEL
918,2022-09-16 17:17:16+00:00,"Raped by 10-15 men every day at Gurugram spa, ordeal recorded, alleges teen #news #xperttimes #BreakingNews https://t.co/RNbswlagTo",-0.6808,PARENTING
919,2022-09-16 14:04:11+00:00,My beautiful #Gurugram #wildlife  Leopard spotted near DLF 5 area in Gurugram | Video - Cities News https://t.co/DOCSnb2B2J,0.5994,TRAVEL
920,2022-09-16 14:03:50+00:00,"Gurugram: 14-Year-Old Girl Raped By 10-15 Men in Spa, 4 Persons Including Woman Booked

#Gurugram #crime  #DCW #delhi #shikshanews #india #news 
https://t.co/iuNWY0UoNj",-0.8442,TRAVEL
921,2022-09-16 07:58:06+00:00,"@_Shashi_Yadav @HaryanaAaj @BoltaHindustan @haryana_tak @GurugramNews @GurgaonNews24x7 @HTGurgaon @DDNewsHaryana #Release1810AcreVillageKasan
BJP and JJP party protest",0.1779,POLITICS
922,2022-09-16 07:15:30+00:00,"Gurugram: Raped by 10-15 men at spa daily, alleges 14-year-old

#gurugram #raped #alleges #gurugramnews #india #newsupdates #readselective

https://t.co/eUY9k7ZpVo",-0.8807,TRAVEL
923,2022-09-16 06:36:53+00:00,"Gurugram: Over 2,000 shanties along Golf Course Road demolished | Gurgaon News https://t.co/1EDJdkB5Mu",0.0,TRAVEL
924,2022-09-16 05:26:24+00:00,"Top Japanese, Indian industry leaders, bureaucrats and diplomats to play golf at 70th Anniversary India-Japan Friendship Golf Cup in Gurugram on Oct 9 - Asian Community News https://t.co/30W5tzxY5V",0.7269,WORLDPOST
925,2022-09-16 05:18:25+00:00,"M3M Route 65, the most advanced and highest commercial development in sector 65 of Gurugram

Call Us: 8586866824

Book Now: https://t.co/yXSzwq6h27

 #realestateinvesting #Gurgaon #propertyforsale  #Trending #news  #TrendingNow  #realestateagents #propertyforsale https://t.co/r43ujeaP7l",0.3167,TRAVEL
926,2022-09-16 04:31:36+00:00,"@deepsunofficial
@Anilvai33401307
@sunilkbahl
@URWAPalamVihar
@AkshayeSachdev
Gurugram: No new power connection for 15 months, buyers go to DC | Gurgaon News - Times of India https://t.co/dAeHsWL1d7",-0.296,TRAVEL
927,2022-09-16 04:24:25+00:00,@vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews Sir you are such an important and big party and you play so much in nation building.people like kunal kamra are so insignificant.let him earn his bread.nothing happens to elephant let the dog bark.,0.8126,ENTERTAINMENT
928,2022-09-16 04:07:12+00:00,"Panic grips Gurugram after leopard spotted multiple times in DLF-5 area, advisory issued | India News https://t.co/36REfNpdN0",-0.5106,TRAVEL
929,2022-09-16 04:01:28+00:00,"Panic grips Gurugram after leopard spotted multiple times in DLF-5 area, advisory issued | News https://t.co/C6nRdbdbEh",-0.5106,WOMEN
930,2022-09-16 04:00:40+00:00,"Gurugram: Raped by 10-15 men at spa daily, alleges 14-year-old | Gurgaon News – Times of India https://t.co/ilct74mfF7",-0.6808,TRAVEL
931,2022-09-16 03:42:19+00:00,"@cmohry 
@DC_Gurugram 
Sir, Refer attached TOI News clip.
Request to stop such mafia type people in Gurgaon. They are bringing down your and BJP reputation in Hr before Congress. https://t.co/WVZolweKQG",-0.296,WOMEN
932,2022-09-16 03:29:40+00:00,"@narendramodi No Water supply in Malibu Town Sector-47 Gurugram.

Next time, don’t give us a gift. You’re just very good above at it. 

Here’s a hint: Water 💧 supply needed. 

@rashtrapatibhvn
@PMOIndia 
@cmohry 
@PTI_News 
@timesofindia 
@PIB_India
@SVBHaryana 
@MoHUA_India 
@ulbharyana https://t.co/BcADFwmiXp",0.5984,TRAVEL
933,2022-09-16 02:56:53+00:00,"15 cryptocurrency apps on phone, man held for cyber fraud from Gurugram | Delhi News – Times of India https://t.co/kfPAk4jLfT",-0.5859,TRAVEL
934,2022-09-16 01:50:03+00:00,"15 cryptocurrency apps on phone, man held for cyber fraud from Gurugram | Delhi News https://t.co/90bhTLW9NV",-0.5859,TRAVEL
935,2022-09-15 21:19:16+00:00,"Fever OPDs set up at govt facilities as dengue cases increase in Gurugram, Health News, ET HealthWorld https://t.co/Hr1FmBmgbo",0.3182,HEALTHY LIVING
936,2022-09-15 18:32:37+00:00,"Gurugram: Spa operator, 3 others, booked for forcing minor into prostitution | Gurgaon News – Times of India https://t.co/GUdbLErooM",0.0,TRAVEL
937,2022-09-15 14:50:12+00:00,"@BawliKeBol @Gurugram1966 @DC_Gurugram @Satpall_rana @anilvijminister @cmohry @dcmohry @HTGurgaon @CKBirlaGroup 1) Sadak k janwar bhi pasand nahi honge?
2) Kutta Tax : Footpath par pet saf hone ki dikkat kese solve krega?
3) Dekhi vo khabar - Bevkoof owners with no consideration of others &amp; lack of training. In news se kyi logo k stray dog ka narrative chalate bhi dekha(Not justifying).",-0.4696,WOMEN
938,2022-09-15 11:57:38+00:00,"In a clash with a snatch, the woman fell from the moving autorickshaw, the miscreant fled with the mobile. Gurugram News Woman falls out of moving auto while fighting off snatcher https://t.co/9qumdHjdJ8",-0.3612,WEDDINGS
939,2022-09-15 11:03:24+00:00,"In a clash with a snatch, the woman fell from the moving autorickshaw, the miscreant fled with the mobile. Gurugram News Woman falls out of moving auto while fighting off snatcher https://t.co/uTTVvQnD32",-0.3612,WEDDINGS
940,2022-09-15 08:38:44+00:00,"Gurugram: Power infrastructure deficient, 25 societies may lose licenses

Read more - https://t.co/NB8kjccsa5

#affordable #affordablehomegurgaon #realestate #latestnews #breakingnews #todaynews #news #gurgaonnews #buildersnews #uber #byjus #india #trending https://t.co/0mkbWT0i8W",-0.4019,WOMEN
941,2022-09-15 08:03:01+00:00,"Gurugram: Woman falls out of moving auto while fighting off snatcher | Gurgaon News - Times of India
https://t.co/wOKJDS2T2g",-0.3612,WELLNESS
942,2022-09-15 07:39:07+00:00,"College Student Arrested for Stalking, Assaulting Schoolgirl in Gurugram

Top Education-career News- https://t.co/m8CtXnK0Em...
#jobsearch #jobopening #hiring #resume #job #jobs #Careers #HR #educationnews #recruitment #walkin...
https://t.co/6QUv0cEEr0",-0.6808,COLLEGE
943,2022-09-15 06:43:01+00:00,"College student arrested for raping, blackmailing minor girl in Gurugram, Gurugram News in Hindi https://t.co/Qvom5Gy0RW",-0.836,PARENTING
944,2022-09-15 05:47:49+00:00,"M3M Route 65, the most advanced and highest commercial development in sector 65 of Gurugram

Call Us: 8586866824

Book Now: https://t.co/yXSzwq6h27

 #realestateinvesting #Gurgaon #propertyforsale  #Trending #news  #TrendingNow  #realestateagents #propertyforsale https://t.co/fzQi9WO1xo",0.3167,TRAVEL
945,2022-09-14 21:54:06+00:00,@bsmajithia @BhagwantMann @AAPPunjab @abpsanjha @HTPunjab @htTweets @ani_digital @thetribunechd @JagbaniOnline @aajtak @PTI_News @ptcnews To be honest Gurugram was in Punjab until you people lost it!!!!,0.4885,COMEDY
946,2022-09-14 16:41:02+00:00,"India News | College Student Arrested for Stalking, Assaulting Schoolgirl in Gurugram https://t.co/GFqwv0rEGz",-0.7506,WOMEN
947,2022-09-14 16:15:52+00:00,"A 24-year-old autistic man, being denied a chocolate, had Gurgaon Police on their toes for more than an hour as he made a hoax call about a bomb at The Leela Hotel in Ambience Mall Complex, Gurugram on Sept 13. Watch for more.

#news #haryananews #gurgaonpolice #newsUpdates https://t.co/glTW0xoPjA",-0.802,WOMEN
948,2022-09-14 13:40:27+00:00,India News | Student Critical in Gurugram College Fight https://t.co/ZjbDpUuqXf,-0.5994,PARENTING
949,2022-09-14 10:00:47+00:00,"CONST TECH START-UP 91 SQUAREFEET RAISES $10M IN SERIES A ROUND
To Read Full News, Click Here - https://t.co/zHrqgcgPEA
#ConstTech #Startup #91Squarefeet #StellarisVenturePartners #AngelInvestor #Funds #Gurugram #VonkenBrandtech #PuneetBansal #AmitMishra @91Sqft https://t.co/HmdZhB3M6S",0.0,PARENTING
950,2022-09-14 09:28:52+00:00,"Covid RT-PCR Test at Home Gurugram: List of labs offering home sample collection facilities | Gurgaon News 

#Hindustani #News #India

https://t.co/KAB4mBfOmN",0.0,WOMEN
951,2022-09-14 03:38:18+00:00,Gurugram: Safety audit &amp; measures to check speeding soon for Golf Course Road | Gurgaon News https://t.co/VjY9iXlBWC,0.4215,TRAVEL
952,2022-09-13 21:24:01+00:00,Gurugram woman duped of Rs 77 lakh on pretext of selling plot | Gurgaon News – Times of India https://t.co/c8TB2HmzW1,-0.4215,TRAVEL
953,2022-09-13 13:37:42+00:00,"Leela hotel in Gurugram gets bomb threat call, Gurugram News in Hindi Leela hotel in Gurugram gets bomb threat call, Gurugram News in Hindi 1 of 1 https://t.co/0CL3I6QDy0 : Tuesday, 13 September 2022 5:42 PM Gurugram. Five-star Hotel Leela Ambience... https://t.co/CLeqT0udCz",-0.9217,TRAVEL
954,2022-09-13 13:27:14+00:00,@Aashisharma1008 @a_n_k_u_r @just_dinesh @vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews And The BJP Government had to apologise to Muslim countries.Very sad.,-0.128,
955,2022-09-13 12:48:09+00:00,Gurugram’s Leela Hotel evacuated after bomb threat call; search underway | India News https://t.co/JxAd1ZvHjZ,-0.765,TRAVEL
956,2022-09-13 09:46:07+00:00,"Bomb Threat | Gurugram: Hotel evacuated after bomb threat, searches underway Navabharat – NHP NEWS https://t.co/vk41Iu213u",-0.9217,THE WORLDPOST
957,2022-09-13 08:53:47+00:00,Leela Hotel in Gurugram’s Ambience Mall evacuated after bomb threat call | Gurgaon News – Times of India https://t.co/I2xJESoXWC,-0.765,TRAVEL
958,2022-09-13 07:55:09+00:00,"#Haryana | ""A bomb threat call received at a five-star hotel in a mall in Gurugram. Police present at the spot"": Vikas Kaushik, ACP, DLF | reported by news agency ANI",-0.765,TRAVEL
959,2022-09-13 07:20:36+00:00,"Gurugram: Agencies start off audits in 17 high-rises that have structural issues, report in 45 days

Read more - https://t.co/Hmikjn2aog

#affordable #affordablehomegurgaon #TOPNEWS #TrendingNews #gurgaonnews #TrendingNow #news #Audit #Action #realestatenews https://t.co/hZpE4Nspc2",0.0,TRAVEL
960,2022-09-13 06:54:14+00:00,"Dehradun police team reaches Bobby Kataria’s Gurugram home, pastes property attachment notice | Dehradun News – Times of India https://t.co/bjj1G4D7OB",0.34,PARENTING
961,2022-09-12 21:39:10+00:00,"Now, book a bus ride in Gurugram on Uber; service in other cities soon | Business Standard News https://t.co/6BlTATBo5W #python #privacy #computerscience",0.0,TRAVEL
962,2022-09-12 20:51:04+00:00,"Enjoy Lip-Smacking Food And Scottish Craft Beer At BrewDog, Gurugram https://t.co/qV3gifOmde",0.4939,TRAVEL
963,2022-09-12 17:44:54+00:00,"Enjoy Lip-Smacking Food And Scottish Craft Beer At BrewDog, Gurugram https://t.co/2LFowhofMl",0.4939,TRAVEL
964,2022-09-12 17:20:45+00:00,@vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews Thekedar!!!,0.0,POLITICS
965,2022-09-12 16:39:59+00:00,"Admissions Open 2022-23 | Admission Portal open till 18th Sep 
Gurugram University, Sector 51 Gurugram 

✅ MAMC Integrated 5 years  - Master in Mass Communication
✅ MAMC 2 Years - Master in Mass Communication
✅ Bsc Animation 

@Meenakshi_News 
@DrRakeshyogi1 
@gurugramuniver1",0.0,BUSINESS
966,2022-09-12 16:31:25+00:00,"Enjoy Lip-Smacking Food And Scottish Craft Beer At BrewDog, Gurugram News Portal https://t.co/G7YRdKX6Uq",0.4939,TRAVEL
967,2022-09-12 16:19:59+00:00,"Admission open Gurugram University
@DiprHaryana
@_DigitalIndia
@filmfare
@yrf
@OfficialDMRC
@Concentrix
@Google
@MetaNewsroom
@INTA
@Meenakshi_News
#Broadcast_journalism  #SocialMedia #factcheck #fakenews #DPRO #PRManager https://t.co/b0icCXx8hq",0.0,POLITICS
968,2022-09-12 16:12:36+00:00,"@vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews In half baked democracies politicians, police, religious outfits are all powerful.",0.4215,POLITICS
969,2022-09-12 16:08:47+00:00,"Admissions Open 2022-23 | Admission Portal open till 18th Sep 
Gurugram University, Sector 51 Gurugram 
✅ MAMC Integrated 5 years  - Master in Mass Communication
✅ MAMC 2 Years - Master in Mass Communication
✅ Bsc Animation 
@Meenakshi_News
@DrRakeshyogi1 
@gurugramuniver1",0.0,BUSINESS
970,2022-09-12 16:01:06+00:00,"Admissions Open 2022-23 | Admission Portal open till 18th Sep 
Gurugram University
✅ MAMC Integrated 5 years  - Master in Mass Communication
✅ MAMC 2 Years - Master in Mass Communication
✅ Bsc Animation 
@Meenakshi_News
@DrRakeshyogi1
#Addmission2022  #Masscomm #anchoring https://t.co/k9AgPyN7QO",0.0,PARENTING
971,2022-09-12 14:06:21+00:00,"Enjoy Lip-Smacking Food And Scottish Craft Beer At BrewDog, Gurugram https://t.co/NymCnltaE5",0.4939,TRAVEL
972,2022-09-12 14:05:30+00:00,"Electronic media, digital media, public relation and marketing ...if this is your passion gurugram University is offering a big opportunity!! Follow your dreams
Apply now
Portal is open till 18th of Sep.
@DrRakeshyogi1 
@Meenakshi_News 
@lokeshbhar 
@TimesNow 
@gurugramuniver1 https://t.co/lJKhrLPKQn",0.8436,WOMEN
973,2022-09-12 13:43:24+00:00,"@vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews Did you guys say Godse Murdabad like @kunalkamra88 asked you to, yet? No? Why? You are the frriggin love mongers. Right?",0.8253,WOMEN
974,2022-09-12 10:52:24+00:00,"Imperia SCO - Investment Starting from Rs-2.50 Cr* Shop Cum Offices located at 37 C Gurugram.
👉 Ground + 4 Stories with basement &amp; Terrace Rights and Optimally Designed.
#imperiasco #shopcumoffice #Imperiaesfera #Gurugramnews #gurugramcity #imperiaprideville #commercialproperty https://t.co/AmoP9jku8U",0.3182,TRAVEL
975,2022-09-12 05:21:41+00:00,@seemajohri6 @vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews And releasing rapists in Bilkis Bano case was a very good step for society !!!!!?,-0.5065,IMPACT
976,2022-09-12 04:42:32+00:00,"Admission open in Gurugram University, Gurugram in department of Media Studies @gurugramuniver1 
@Meenakshi_News 
@TimesNow https://t.co/lYh1ZplzSU",0.0,COLLEGE
977,2022-09-12 02:04:24+00:00,"Gurugram logs 40 new Covid cases, positivity rate at 1.3% | Gurgaon News https://t.co/5iL9qGP2kP",0.5106,WOMEN
978,2022-09-12 00:38:06+00:00,@vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews Sounds like you need a new diaper,0.3612,PARENTING
979,2022-09-11 19:34:23+00:00,@harbspeak @vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews @kunalkamra88 haha cryyy,0.4588,POLITICS
980,2022-09-11 19:03:24+00:00,@skjrajeshmani @vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews @police_haryana such men spreading haters for our prophet will you take action against him muslim never use bad words for other religion respective person,0.3506,POLITICS
981,2022-09-11 16:19:27+00:00,"@vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @aajtak @indiatvnews @ndtv @kunalkamra88 
Who are you to stop anyone ? Are you the authority ? What is @gurgaonpolice @DC_Gurugram doing to stop such fringe and anti social elements? hese groups r a group of unemployed &amp; jobless people who r spoiling our youth. These groups should be banned first",-0.8377,BUSINESS
982,2022-09-11 15:59:03+00:00,"After Gurugram shows cancelled, Kunal Kamra dares VHP to denounce Godse | India News – Times of India https://t.co/YSefdM0bue",-0.5267,WORLDPOST
983,2022-09-11 15:59:02+00:00,"After Gurugram shows cancelled, Kunal Kamra dares VHP to denounce Godse | India News – Times of India https://t.co/sGk5ByBA9i",-0.5267,WORLDPOST
984,2022-09-11 15:42:44+00:00,"After Gurugram shows cancelled, Kunal Kamra dares VHP to denounce Godse | India News https://t.co/KR1nYl8GwF",-0.5267,WORLDPOST
985,2022-09-11 14:54:26+00:00,"After Gurugram shows cancelled, Kunal Kamra dares VHP to denounce Godse | India News https://t.co/VVOFoIRiLG",-0.5267,WORLDPOST
986,2022-09-11 14:52:12+00:00,"@vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @aajtak @indiatvnews Please take strict action against Vinod who is a hatemonger and creates prob every time. I think DC Gurugram is a week DC that's why couldn't face ""Geedadh Bhapki"". DC sahab don't do this again otherwise what is difference between Gurugram and Kandahar ?",0.5267,WORLDPOST
987,2022-09-11 14:49:09+00:00,VHP Kunal Kamra dares to ‘condemn Godse’ after Gurugram show Canceled | India latest news https://t.co/Upn418wmGn,0.0,ARTS & CULTURE
988,2022-09-11 14:48:05+00:00,"After Gurugram shows cancelled, Kunal Kamra dares VHP to denounce Godse | India News https://t.co/2HwogkgfIK",-0.5267,WORLDPOST
989,2022-09-11 14:40:57+00:00,"After Gurugram shows cancelled, Kunal Kamra dares VHP to denounce Godse | India News https://t.co/ucJ9r5uPOX",-0.5267,WORLDPOST
990,2022-09-11 13:33:12+00:00,Gurugram: Man held for duping over 200 people through online ads promising doorstep liquor delivery | Delhi News – Times of India https://t.co/8bCJgYdxES,0.4019,TRAVEL
991,2022-09-11 13:26:53+00:00,@vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews Your Organization is goon organization using Hindu name to cover it....,0.0,POLITICS
992,2022-09-11 10:00:46+00:00,"@vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews Gutter chaap gunda.

Apne aap ko Hindu dharm ka thekedar bana ke ghoom raha hai.

Shame on the Gurgaon police for not arresting and stopping such gangsters.

Today it's a show, tomorrow they'll lynch someone.

Then what?

https://t.co/m8mOtUXf6r",-0.3931,RELIGION
993,2022-09-11 09:48:56+00:00,"@vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews When your @VHPDigital welcomed Rapists of Bilkis, where did your so called harmony gone? Your parishad need to first learn how to be a Human, then try to be hindu, true religious person will never do such acts https://t.co/10uqhzcQpw",0.4364,RELIGION
994,2022-09-11 09:25:29+00:00,'Do you consider Nathuram Godse to be God?' Kunal Kamra drops letter bomb on VHP after cancellation of Gurugram show https://t.co/eKX8GbzwDu : @TheNileshDesai #TheHinduPatrika #News,-0.2732,ENTERTAINMENT
995,2022-09-11 09:03:11+00:00,@vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews Nice,0.4215,POLITICS
996,2022-09-11 08:19:36+00:00,@vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews Is @VHPDigital paltu of Bjp govt ???,0.0,POLITICS
997,2022-09-11 07:16:40+00:00,"@vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews You cannot defy the human right, right to speak, if you're not right elsewise, it shouldn't bother you.",0.2584,POLITICS
998,2022-09-11 06:31:47+00:00,@vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews VHP talking about hate mongers is such a Lul moment.   Hahah,-0.5719,POLITICS
999,2022-09-11 05:26:13+00:00,"Chinese loan app racket busted in Gurugram, four people arrested, Gurugram News in Hindi Chinese loan app racket busted in Gurugram, four people arrested, Gurugram News in Hindi 1 of 1 https://t.co/0CL3I6QDy0 : Sunday, 11 September 2022 08:21 AM... https://t.co/h66v2l2uIi",-0.7351,BUSINESS
1000,2022-09-11 01:57:39+00:00,"Gurugram: Witness dies of Covid, man on murder trial acquitted | Gurgaon News – Times of India https://t.co/uwJChbh8RU",-0.5719,WORLDPOST
1001,2022-09-11 01:25:11+00:00,@a_n_k_u_r @vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews Dhimmis spotted 😂,0.4404,POLITICS
1002,2022-09-10 18:40:20+00:00,"@darlingisback @Fukkard @taran_adarsh Just checked gurugram..not even 50% 3D shows r ff, no sold out. Which type of hype is this ? No news on 2d collection . Absolute scam to make a movie hit",-0.7964,TRAVEL
1003,2022-09-10 17:22:02+00:00,"@vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews Everytime Kunal makes joke,
Chu like this binod :- 😁😁 https://t.co/McpW4GdmyD",0.8658,ENTERTAINMENT
1004,2022-09-10 15:27:39+00:00,@a_n_k_u_r @just_dinesh @vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews hey uncle.....hav u done khatna..? zubair delibrately showed only nupur video &amp; dubbed it into arabi &amp; shared to arabic countries...but he didnt showed where MUSLIM fanatic Tasleem rehmani was mocking lord shiva...get your facts right,-0.0772,POLITICS
1005,2022-09-10 13:54:10+00:00,"@vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews If it speaks against Hindus and Hinduism, file a case against it. What is the way to burn the stage play? Do they not have any fear of law ? @aajtak @kunalkamra88 @ReallySwara @ashoswai @alishan_jafri @zoo_bear @RanaAyyub",0.6584,RELIGION
1006,2022-09-10 13:36:39+00:00,@tanvir1606 @seemajohri6 @vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews These days professions are mostly just a way to make a living. And you are expecting something that has become a myth.,0.0,WOMEN
1007,2022-09-10 13:25:03+00:00,Gurugram Homebuyers: Want to Buy a Property in the City? Be Careful of This New Rule https://t.co/Fj1b1RXPw6,0.2263,HOME & LIVING
1008,2022-09-10 11:58:49+00:00,"@Ashish19086263 @vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews Is Godse also a God?? Devta? Incarnatuin?
Well then, my sentiments are hurt because Gandhi is my Devta too!",-0.351,RELIGION
1009,2022-09-10 11:36:29+00:00,@just_dinesh @vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews He shared something that was already in public domain. It was broadcast on TV.,0.34,POLITICS
1010,2022-09-10 11:07:04+00:00,"@vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews Correct. Comedy is dangerous.
The real hate mongers who form groups to rape and murder should be officially allowed. They get away in court in any case.",-0.9403,POLITICS
1011,2022-09-10 10:44:45+00:00,@vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews @vinod_bansal you are a pioneer in being a hatemonger yourself. Sho why don’t you ask @DC_Gurugram to book you?,0.0,QUEER VOICES
1012,2022-09-10 10:17:03+00:00,@SaiPriy62043784 @harbspeak @vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews @kunalkamra88 Since no talks about Nupur Sharma's r@pe threat as a part victim and a harrasment looks like you don't consider hindu woman as victim. Why so much hate for hindus? If Nupur Sharma is worng Court will punish her. Why she have to face threats?why so much Intolerance toward hindus?,-0.9351,RELIGION
1013,2022-09-10 10:07:04+00:00,@SaiPriy62043784 @harbspeak @vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews @kunalkamra88 So those r@pe threats to Nupur Sharma can be justified? Then whats the difference b/w that 11 rapiest and those who give r@pe threats and also those who are justifying how Nupur Sharma is treated. 1st try to give importance all women victims equally then you can give gayn.🤡,-0.4522,BUSINESS
1014,2022-09-10 10:05:53+00:00,@vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews Is he the hatemonger or are you? 🙃 And *penal,0.0,QUEER VOICES
1015,2022-09-10 10:03:44+00:00,@19471950India @vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews Even more astonishing fact i.e if you load on its back a bag full of books tabb bhi iss per koi farq Or asar nahi padta hai.. Isn't it?,0.0,SCIENCE
1016,2022-09-10 09:58:21+00:00,@vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews @gurgaonpolice request to you please protect Kunal kamra,0.5994,ENTERTAINMENT
1017,2022-09-10 09:56:44+00:00,"@vinod_bansal @DC_Gurugram @gurgaonpolice @AHindinews @PTI_News @bhasha_pti @IANSKhabar @ians_india @VijayVst0502 @snshriraj @drskj01 @aajtak @indiatvnews Hatemongers to tumhare khandan me hote hain 
❤️De",0.0,POLITICS
